Species,Genus,Family,SuperFamily,Order,Class,Major,J_per_mgWM,Mobility_code,Food_code
Sergestes armatus,Sergestes,Sergestidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Sergestes corniculum,Sergestes,Sergestidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Sergestes grandis,Sergestes,Sergestidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Sergia robusta,Sergia,Sergestidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Sergia splendens,Sergia,Sergestidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Sergia talismani,Sergia,Sergestidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Funchalia villosa,Funchalia,Penaeidae,Penaeoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Gennadas capensis,Gennadas,Benthesicymidae,Penaeoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Gennadas scutatus,Gennadas,Benthesicymidae,Penaeoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Gennadas valens,Gennadas,Benthesicymidae,Penaeoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Acanthephyra purpurea,Acanthephyra,Oplophoridae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Oplophorus gracilirostris,Oplophorus,Oplophoridae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Systellapsis debilis,Systellapsis,Pasiphaeidae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Parapandalus richardi,Parapandalus,Pandalidae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Calanoides acutus,Calanoides,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanoides acutus,Calanoides,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Oikopleura dioica,Oikopleura,Oikopleuridae,Copelata,Copelata,Appendicularia,Tunicata,,3.0,1.0
Placopecten magellanicus,Placopecten,Pectinidae,Ostreoida,Pteriomorphia,Bivalvia,Mollusca,,2.0,1.0
Elminius modestus,Elminius,Balanidae,Balanomorpha,Thoracica,Cirripedia,Crustacea,,3.0,1.0
Elminius modestus,Elminius,Balanidae,Balanomorpha,Thoracica,Cirripedia,Crustacea,,3.0,1.0
Elminius modestus,Elminius,Balanidae,Balanomorpha,Thoracica,Cirripedia,Crustacea,,3.0,1.0
Elminius modestus,Elminius,Balanidae,Balanomorpha,Thoracica,Cirripedia,Crustacea,,3.0,1.0
Elminius modestus,Elminius,Balanidae,Balanomorpha,Thoracica,Cirripedia,Crustacea,,3.0,1.0
Elminius modestus,Elminius,Balanidae,Balanomorpha,Thoracica,Cirripedia,Crustacea,,3.0,1.0
Pleurobrachia bachei,Pleurobrachia,Pleurobrachiidae,Cydippida,Tentaculata,Ctenophora,Ctenophora,,3.0,2.0
Pleurobrachia bachei,Pleurobrachia,Pleurobrachiidae,Cydippida,Tentaculata,Ctenophora,Ctenophora,,3.0,2.0
Pleurobrachia bachei,Pleurobrachia,Pleurobrachiidae,Cydippida,Tentaculata,Ctenophora,Ctenophora,,3.0,2.0
Pleurobrachia bachei,Pleurobrachia,Pleurobrachiidae,Cydippida,Tentaculata,Ctenophora,Ctenophora,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Conchoecia pseudodiscophora,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Conchoecia pseudodiscophora,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Conchoecia pseudodiscophora,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Conchoecia pseudodiscophora,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Conchoecia pseudodiscophora,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Conchoecia pseudodiscophora,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Conchoecia pseudodiscophora,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Gigantocypris mulleri,Gigantocypris,Cyprididae,Podocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Gigantocypris mulleri,Gigantocypris,Cyprididae,Podocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Gigantocypris mulleri,Gigantocypris,Cyprididae,Podocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Gigantocypris mulleri,Gigantocypris,Cyprididae,Podocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Cyphocaris sp.,Cyphocaris,Lysianassidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,2.0,3.0
Gnathophausia gigas,Gnathophausia,Lophogastridae,Lophogastrida,Lophogastrida,Malacostraca,Crustacea,,3.0,3.0
Pasiphaea scotiae,Pasiphaea,Pasiphaeidae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Pasiphaea scotiae,Pasiphaea,Pasiphaeidae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Gennadas kempi,Gennadas,Benthesicymidae,Penaeoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Gennadas kempi,Gennadas,Benthesicymidae,Penaeoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Petalidium foliaceum,Petalidium,Sergestidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Euphausia triacantha,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Beroe sp.,Beroe,Beroidae,Beroida,Nuda,Ctenophora,Ctenophora,,3.0,2.0
Limacina antarctica,Limacina,Limacinidae,Thecosomata,Thecosomata,Gastropoda,Mollusca,,3.0,1.0
Clione antarctica,Clione,Clionidae,Gymnosomata,Opisthobranchia,Gastropoda,Mollusca,,3.0,3.0
Cleodora sulcata,Cleodora,Cavoliniidae,Thecosomata,Thecosomata,Gastropoda,Mollusca,,3.0,1.0
Tomopteris carpenteri,Tomopteris,Tomopteridae,Phyllodocida,Aciculata,Polychaeta,Annelida,,3.0,2.0
Tomopteris carpenteri,Tomopteris,Tomopteridae,Phyllodocida,Aciculata,Polychaeta,Annelida,,3.0,2.0
Calanus propinquus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus propinquus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Metridia gerlachei,Metridia,Metridinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Metridia gerlachei,Metridia,Metridinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Parathemisto gaudichaudii,Parathemisto,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Parathemisto gaudichaudii,Parathemisto,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Vibilia antarctica,Vibilia,Vibiliidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Hyperia gaudichaudii,Hyperia,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,2.0,3.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia triacantha,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Ihlea racovitzai,Ihlea,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Salpa thompsoni,Salpa,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Beroe sp.,Beroe,Beroidae,Beroida,Nuda,Ctenophora,Ctenophora,,3.0,3.0
Beroe sp.,Beroe,Beroidae,Beroida,Nuda,Ctenophora,Ctenophora,,3.0,3.0
Mertensiidae sp.,Mertensiidae,Mertensiidae,Cydippida,Tentaculata,Ctenophora,Ctenophora,,3.0,3.0
Diphyes antarctica,Diphyes,Diphyidae,Calycophorae,Siphonophorae,Hydrozoa,Cnidaria,,3.0,3.0
Antarctomysis maxima,Antarctomysis,Mysidae,Mysida,Mysida,Malacostraca,Crustacea,,3.0,3.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia crystallorophias,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia crystallorophias,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia crystallorophias,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Chorismus antarcticus,Chorismus,Hippolytidae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,2.0
Salpa thompsoni,Salpa,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Salpa thompsoni,Salpa,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Psychroteuthis sp.,Psychroteuthis,Psychroteuthidae,Teuthida,Decabrachia,Cephalopoda,Mollusca,,3.0,3.0
Beroe sp.,Beroe,Beroidae,Beroida,Nuda,Ctenophora,Ctenophora,,3.0,3.0
Neocalanus cristatus,Neocalanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Neocalanus plumchrus,Neocalanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Pseudocalanus minutus,Pseudocalanus,Pseudocalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Gaidius variabilis,Gaidius,Fosshageniidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Gaidius variabilis,Gaidius,Fosshageniidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Paraeuchaeta elongata,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Paraeuchaeta elongata,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Metridia pacifica,Metridia,Metridinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Oithona atlantica,Oithona,Diaixidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Themisto japonica,Themisto,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Primno abyssalis,Primno,Phrosinidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Primno abyssalis,Primno,Phrosinidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Meterythrops micropthalma,Meterythrops,Mysidae,Mysida,Mysida,Malacostraca,Crustacea,,3.0,3.0
Meterythrops micropthalma,Meterythrops,Mysidae,Mysida,Mysida,Malacostraca,Crustacea,,3.0,3.0
Meterythrops micropthalma,Meterythrops,Mysidae,Mysida,Mysida,Malacostraca,Crustacea,,3.0,3.0
Sagitta elegans,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Conchoecia pseudodiscophora,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Conchoecia pseudodiscophora,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Aglantha digitale,Aglantha,Rhopalonematidae,Trachymedusae,Trachylina,Hydrozoa,Cnidaria,,3.0,2.0
Limacina helicina,Limacina,Limacinidae,Thecosomata,Thecosomata,Gastropoda,Mollusca,,3.0,1.0
Clione limacina,Clione,Clionidae,Gymnosomata,Opisthobranchia,Gastropoda,Mollusca,,3.0,3.0
Clione limacina,Clione,Clionidae,Gymnosomata,Opisthobranchia,Gastropoda,Mollusca,,3.0,3.0
Calanus finmarchicus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus glacialis,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus glacialis,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus hyperboreus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus hyperboreus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus hyperboreus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Metridia longa,Metridia,Metridinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Themisto libellula,Parathemisto,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Thysanoessa inermis,Thysanoessa,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Thysanoessa inermis,Thysanoessa,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Sagitta elegans,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Pleurobrachia sp.,Pleurobrachia,Pleurobrachiidae,Cydippida,Tentaculata,Ctenophora,Ctenophora,,3.0,3.0
Limacina antarctica,Limacina,Limacinidae,Thecosomata,Thecosomata,Gastropoda,Mollusca,,3.0,1.0
Clione antarctica,Clione,Clionidae,Gymnosomata,Opisthobranchia,Gastropoda,Mollusca,,3.0,3.0
Tomopteris sp.,Tomopteris,Tomopteridae,Phyllodocida,Aciculata,Polychaeta,Annelida,,3.0,2.0
Calanus propinquus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus propinquus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus propinquus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus propinquus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus acutus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus acutus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus acutus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus tonsus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Metridia gerlachei,Metridia,Metridinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Paralabidocera antarctica,Paralabidocera,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Parathemisto gaudichaudii,Parathemisto,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Parathemisto gaudichaudii,Parathemisto,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Thysanoessa macrura,Thysanoessa,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Thysanoessa macrura,Thysanoessa,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Thysanoessa macrura,Thysanoessa,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Thysanoessa macrura,Thysanoessa,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Oikopleura gaussica,Oikopleura,Oikopleuridae,Copelata,Copelata,Appendicularia,Tunicata,,3.0,1.0
Oikopleura gaussica,Oikopleura,Oikopleuridae,Copelata,Copelata,Appendicularia,Tunicata,,3.0,1.0
Euphausia crystallorophias,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia crystallorophias,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Sagitta gazellae,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta gazellae,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta gazellae,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta gazellae,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta elegans,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta elegans,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta minima,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta hexaptera,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta enflata,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta elegans,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta nagae,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Conchoecia obtusata,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Conchoecia sp.,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Calanus gracilis,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus minor,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Undinula vulgaris,Undinula,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Clausocalanus furcatus,Clausocalanus,Clausocalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Clausocalanus arcuicornis,Clausocalanus,Clausocalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Eucalanus monachus,Eucalanus,Eucalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Euchaeta hebes,Euchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Euchaeta marina,Euchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Temora stylifera,Temora,Sulcanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Haloptilus longicornis,Haloptilus,Augaptilidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Haloptilus plumosus,Haloptilus,Augaptilidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Candacia aethiopica,Candacia,Candaciidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Candacia pachydactyla,Candacia,Candaciidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Scolecithrix danae,Scolecithrix,Sapphirinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Labidocera nerii,Labidocera,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Labidocera acutifrons,Labidocera,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Pontellopsis regalis,Pontellopsis,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Pontella atlantica,Pontella,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Pontella spinipans,Pontella,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Clytemnestra scutellata,Clytemnestra,Pseudopeltidiidae,Harpacticoida,Podoplea,Copepoda,Crustacea,,3.0,1.0
Sapphirina metallina,Sapphirina,Sapphirinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Sapphirina ovatolanceolata,Sapphirina,Sapphirinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Copilia sp.,Copilia,Sapphirinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Oncaea sp.,Oncaea,Mormonillidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Corycaeus sp.,Corycaeus,Corycaeidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Labidocera wollastoni,Labidocera,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Mysis sp.,Mysis,Mysidae,Mysida,Mysida,Malacostraca,Crustacea,,3.0,2.0
Phronima atlantica,Phronima,Phronimidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Phronimella elongata,Phronimella,Phronimidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Rhabdosoma sp.,Rhabdosoma,Oxycephalidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,2.0
Hyperia sp.,Hyperia,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,2.0,2.0
Euphausia kronhii,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Macropipus tuberculatus,Macropipus,Portunidae,Brachyura,Decapoda,Malacostraca,Crustacea,,2.0,3.0
Clibanarius sp.,Clibanarius,Diogenidae,Anomura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Planes minutus,Planes,Grapsidae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Lucifer acesta,Lucifer,Luciferidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Metapenaeus sp.,Metapenaeus,Penaeidae,Penaeoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Panulirus vulgaris,Panulirus,Palinuridae,Palinura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Alitade squilla,Alitade,Decapoda,Decapoda,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Calanus gracilis,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus minor,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Lepas fascicularis,Lepas,Lepadidae,Lepadomorpha,Thoracica,Cirripedia,Crustacea,,3.0,1.0
Undinula darwini,Undinula,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Undinula vulgaris,Undinula,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Clausocalanus furcatus,Clausocalanus,Clausocalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Clausocalanus arcuicornis,Clausocalanus,Clausocalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Eucalanus monachus,Eucalanus,Eucalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Euchaeta marina,Euchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Centropages chierchiae,Centropages,Centropagidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Candacia aethiopica,Candacia,Candaciidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Scolecithrix danae,Scolecithrix,Sapphirinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Anomalocera patersoni,Anomalocera,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Labidocera acutifrons,Labidocera,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Pontellopsis regalis,Pontellopsis,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Pontella atlantica,Pontella,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Pontella sp.,Pontella,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Sapphirina metallina,Sapphirina,Sapphirinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Oncaea sp.,Oncaea,Mormonillidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Corycaeus speciosus,Corycaeus,Corycaeidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Idotea metallica,Idotea,Idoteidae,Valvifera,Isopoda,Malacostraca,Crustacea,,3.0,3.0
Streetsia chellengeri,Streetsia,Oxycephalidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,2.0
Eusirus sp.,Eusirus,Eusiridae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,3.0,2.0
Phronima atlantica,Phronima,Phronimidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Phronimella elongata,Phronimella,Phronimidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Euphausia sp.,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Planes minutus,Planes,Grapsidae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Conchoecia sp.,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,2.0
Lepas fascicularis,Lepas,Lepadidae,Lepadomorpha,Thoracica,Cirripedia,Crustacea,,3.0,1.0
